huc12,Datetime,Monthly_Max_Zscore,Imputed,Num_Neighbors,Donor_IDs,Donor_Weights,Donor_Zscores,flood_count_monthly,flood_count_monthly_log,flood_count_monthly_log_std,Flood_Intensity_Index
051401010906,2012-09,-0.4240206784271139,False,,,,,0,0.0,-0.22777277748292346,-0.3258967279550187
051401010906,2012-10,-0.7183771885613716,False,,,,,0,0.0,-0.22777277748292346,-0.4730749830221475
051401010906,2012-11,-0.775739913473785,False,,,,,0,0.0,-0.22777277748292346,-0.5017563454783542
051401010906,2012-12,0.0984621270611933,False,,,,,0,0.0,-0.22777277748292346,-0.06465532521086509
051401010906,2013-01,1.3715540333918577,False,,,,,0,0.0,-0.22777277748292346,0.5718906279544671
051401010906,2013-02,-0.6613456147228591,False,,,,,0,0.0,-0.22777277748292346,-0.4445591961028913
051401010906,2013-03,0.396498093572129,False,,,,,0,0.0,-0.22777277748292346,0.08436265804460277
051401010906,2013-04,-0.324675356256802,False,,,,,0,0.0,-0.22777277748292346,-0.2762240668698627
051401010906,2013-05,-0.3761877455302971,False,,,,,0,0.0,-0.22777277748292346,-0.3019802615066103
051401010906,2013-06,-0.601738421420672,False,,,,,0,0.0,-0.22777277748292346,-0.41475559945179774
051401010906,2013-07,-0.5421312281184848,False,,,,,0,0.0,-0.22777277748292346,-0.38495200280070413
051401010906,2013-08,-0.7533320241398147,False,,,,,0,0.0,-0.22777277748292346,-0.4905524008113691
051401010906,2013-09,-0.6451560066654749,False,,,,,0,0.0,-0.22777277748292346,-0.4364643920741992
051401010906,2013-10,2.674081590735947,False,,,,,0,0.0,-0.22777277748292346,1.2231544066265116
051401010906,2013-11,0.7828410131233422,False,,,,,0,0.0,-0.22777277748292346,0.27753411782020937
051401010906,2013-12,1.7689353220731052,False,,,,,0,0.0,-0.22777277748292346,0.7705812722950909
051401010906,2014-01,-0.1112668864094652,False,,,,,0,0.0,-0.22777277748292346,-0.16951983194619433
051401010906,2014-02,0.2235636438682527,False,,,,,0,0.0,-0.22777277748292346,-0.0021045668073353813
051401010906,2014-03,-0.4865714368306436,False,,,,,0,0.0,-0.22777277748292346,-0.3571721071567835
051401010906,2014-04,0.3081911405318518,False,,,,,0,0.0,-0.22777277748292346,0.04020918152446418
051401010906,2014-05,-0.4129823092970792,False,,,,,0,0.0,-0.22777277748292346,-0.32037754339000135
051401010906,2014-06,-0.7776532307896578,False,,,,,0,0.0,-0.22777277748292346,-0.5027130041362906
051401010906,2014-07,0.0763853888011239,False,,,,,0,0.0,-0.22777277748292346,-0.07569369434089979
051401010906,2014-08,0.0579881069177329,False,,,,,0,0.0,-0.22777277748292346,-0.08489233528259528
051401010906,2014-09,0.0064757176442377,False,,,,,0,0.0,-0.22777277748292346,-0.11064852991934288
051401010906,2014-10,-0.1590998193062821,False,,,,,0,0.0,-0.22777277748292346,-0.19343629839460277
051401010906,2014-11,-0.6580341039838488,False,,,,,0,0.0,-0.22777277748292346,-0.4429034407333861
051401010906,2014-12,0.7313286238498473,False,,,,,0,0.0,-0.22777277748292346,0.2517779231834619
